2026-01-26 20:11:22,200 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:11:22,201 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:17:34,951 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:17:34,953 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:25:00,984 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:25:00,989 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:27:03,444 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:27:03,445 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:28:06,265 - openai._base_client - INFO - [_base_client.py:960] - Retrying request to /embeddings in 0.808997 seconds
2026-01-26 20:28:09,165 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/embeddings "HTTP/1.1 200 OK"
2026-01-26 20:28:09,190 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:28:09,192 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:28:09,235 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientCreateCollectionEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:28:09,237 - app.kb.vectordb - INFO - [vectordb.py:91] - 集合创建成功: chunks_1
2026-01-26 20:28:09,250 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event CollectionQueryEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:28:09,251 - app.kb.vectordb - INFO - [vectordb.py:236] - 向量检索成功: 返回 0 条结果
2026-01-26 20:29:55,889 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:55,927 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:55,940 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:55,951 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,357 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:29:56,371 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,387 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:56,403 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:56,420 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,460 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:56,474 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:56,485 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:56,504 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,516 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,527 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:56,560 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:56,576 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:56,588 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,600 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,932 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:56,949 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:29:56,968 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:56,983 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:56,996 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,026 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,055 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,072 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,084 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,096 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,108 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,140 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,172 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,188 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,202 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,220 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:29:57,251 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,287 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,301 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,315 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,327 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,342 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,374 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,407 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,423 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,437 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_recommend
2026-01-26 20:29:57,449 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,461 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=form_submit
2026-01-26 20:29:57,489 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,517 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=button_click
2026-01-26 20:29:57,532 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-26 20:30:02,165 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:30:02,190 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_profile
2026-01-26 20:30:02,202 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-26 20:30:03,430 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:30:03,449 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-26 20:30:05,243 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:30:05,264 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-26 20:30:05,760 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-26 20:30:05,775 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-26 20:30:09,477 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/embeddings "HTTP/1.1 200 OK"
2026-01-26 20:30:09,505 - app.kb.vectordb - INFO - [vectordb.py:236] - 向量检索成功: 返回 0 条结果
2026-01-26 20:30:09,506 - app.services.kb_service - INFO - [kb_service.py:269] - 知识检索完成: 查询='电子自旋是什么？', 结果数=0
2026-01-27 23:51:27,064 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-27 23:51:27,067 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-28 00:12:46,979 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:13:16,962 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:13:46,959 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:14:16,963 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:14:47,375 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:15:17,366 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:15:47,384 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:16:39,418 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:17:39,390 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:18:39,401 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:19:39,374 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:20:39,418 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:21:39,390 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:22:39,398 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:23:39,394 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:24:39,381 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:25:39,714 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:26:39,402 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:27:39,712 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:28:39,392 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:29:39,385 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:30:01,049 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:30:04,178 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:30:06,459 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-28 00:30:06,480 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:30:06,513 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-28 00:30:08,715 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-28 00:30:08,728 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_profile
2026-01-28 00:30:08,767 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-28 00:30:09,540 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-28 00:30:09,561 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=link_click
2026-01-28 00:30:12,961 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
2026-01-28 00:30:12,982 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-28 00:30:22,923 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_view
